filename,pose_category,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
1725301647235.png,takeoff,0.466502,0.2245156,0.47694963,0.21174537,0.45618504,0.21242818,0.4932833,0.22325745,0.44374043,0.22519186,0.5219692,0.29930812,0.42281982,0.30252692,0.5940809,0.33081228,0.35746536,0.3398652,0.6649474,0.34788936,0.2734194,0.3625847,0.50258315,0.50589013,0.44386265,0.50654113,0.50917757,0.6410214,0.44439924,0.64288664,0.501608,0.75537425,0.44903752,0.7602124
pose14045.png,takeoff,0.42547694,0.25027528,0.4327115,0.23642689,0.41737372,0.23612349,0.44131526,0.24223976,0.40328497,0.24183473,0.45876312,0.3132935,0.3822114,0.31357232,0.5136527,0.31030473,0.32151198,0.31687453,0.56812894,0.29615128,0.26069698,0.31826037,0.44136724,0.5350631,0.3974464,0.5351213,0.44510776,0.6982779,0.39537746,0.6991478,0.4415714,0.86415446,0.392362,0.86695004
pose10039.png,takeoff,0.2925691,0.15710644,0.30171102,0.13825049,0.2805142,0.13864844,0.31208578,0.15045713,0.25985414,0.15197873,0.33369327,0.2592471,0.22600453,0.26226702,0.39628577,0.28658298,0.14809743,0.29752648,0.46115297,0.3022972,0.095970094,0.30505067,0.3154772,0.5509208,0.2511128,0.55514914,0.31743792,0.7743388,0.25491494,0.7783536,0.31631842,0.96852154,0.26276687,0.9689299
pose4058.jpg,takeoff,0.5009583,0.23829812,0.5109937,0.22060971,0.4910047,0.22010626,0.5241192,0.22832891,0.47701508,0.22766836,0.54795396,0.32260385,0.45492595,0.32012755,0.61915576,0.35961777,0.3940283,0.34980562,0.6837336,0.36220357,0.3167708,0.3459526,0.52484715,0.58795774,0.4697012,0.586478,0.52374136,0.7742081,0.46895847,0.775375,0.51423335,0.92111564,0.47485128,0.9277111
pose14075.png,takeoff,0.580616,0.12725143,0.5894684,0.11223615,0.5722414,0.111841075,0.60281813,0.11702847,0.56158715,0.11611718,0.6249727,0.1960556,0.54218525,0.19573985,0.69220054,0.189581,0.4777525,0.19066498,0.76139593,0.17203887,0.41623983,0.1810363,0.59941864,0.4360787,0.5513133,0.43442237,0.6048709,0.61547405,0.55060816,0.61302465,0.59803766,0.7875742,0.54876536,0.7816783
pose14065.png,takeoff,0.5834403,0.25331426,0.59184253,0.23780362,0.5745944,0.23695955,0.6011559,0.24327034,0.56011176,0.24138497,0.6197827,0.32051966,0.53690016,0.3153183,0.6870032,0.32286605,0.46817762,0.31649277,0.7520601,0.30596662,0.40734816,0.30607086,0.59741366,0.56839293,0.5488028,0.5652582,0.594828,0.7559516,0.5451242,0.7540803,0.5918175,0.92336154,0.53726315,0.9225948
pose14070.png,takeoff,0.64114124,0.27805984,0.6496231,0.26359072,0.63273126,0.2629802,0.66123855,0.27119985,0.6209557,0.26991957,0.68348324,0.34748918,0.60099876,0.3468076,0.7549039,0.3452534,0.5389532,0.34503853,0.8243478,0.3305086,0.47362995,0.3334109,0.66729677,0.593394,0.6189918,0.5934486,0.6715961,0.7809334,0.6170529,0.7829267,0.6722988,0.93827116,0.6138421,0.93989015
pose4078.jpg,takeoff,0.35796535,0.20678456,0.36777964,0.19080478,0.34921336,0.1892816,0.38059178,0.20024952,0.33572063,0.19747233,0.40457168,0.2954161,0.31228644,0.29734647,0.47006187,0.32420757,0.24815421,0.32313812,0.5456983,0.32942572,0.16703098,0.32967538,0.38374603,0.5564853,0.3287744,0.55746704,0.39828047,0.73917323,0.33036575,0.7387244,0.38595012,0.901828,0.33583507,0.9063245
pose4064.jpg,takeoff,0.2062655,0.22104368,0.21766177,0.20221026,0.19541457,0.20195702,0.23409052,0.20967118,0.17997769,0.2095605,0.25917608,0.3096948,0.1568496,0.31304568,0.32397932,0.3438544,0.09034437,0.34871143,0.39778167,0.3459269,0.0034414052,0.35867563,0.2467138,0.5818925,0.18617484,0.58484215,0.2537815,0.76126635,0.19005963,0.76708007,0.24804962,0.92980903,0.20634238,0.927415
pose10055.png,takeoff,0.59386927,0.15456238,0.60168004,0.13549644,0.58274126,0.13414866,0.60729456,0.14446323,0.55898654,0.14226244,0.6269842,0.24527344,0.52383196,0.256626,0.6952077,0.2943222,0.4704051,0.33387035,0.7664496,0.3085477,0.4519093,0.29455018,0.5987382,0.5464709,0.5356833,0.5532085,0.5973147,0.783943,0.53369313,0.7864819,0.5849595,0.9757492,0.5365496,0.9792735
