filename,pose_category,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
100_carol.png,cw,0.55189,0.5225015,0.5661036,0.5014384,0.53926325,0.49828285,0.5821202,0.52359366,0.51741076,0.5174387,0.60804474,0.6471463,0.4910435,0.67876714,0.6165925,0.753627,0.47456512,0.84756976,0.51934946,0.7094729,0.49917674,0.7359426,0.59811425,0.9895365,0.5165067,0.9981623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_final.png,cw,0.5434561,0.3073422,0.55816823,0.2812041,0.52891785,0.2804964,0.5799016,0.29878154,0.5102368,0.29707476,0.6038207,0.45844087,0.4832034,0.4330625,0.63713247,0.5965048,0.48912296,0.5089153,0.61102515,0.4342029,0.5967101,0.405847,0.5829212,0.88784826,0.49084672,0.8830975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_carol.png,cw,0.56264746,0.36008483,0.5762813,0.33949438,0.5483051,0.33837748,0.5935305,0.36911637,0.52910745,0.36831236,0.61783254,0.49925452,0.50328195,0.52068585,0.62410355,0.56903183,0.48217854,0.66324306,0.51995444,0.5008247,0.50518924,0.5100183,0.5981652,0.92063344,0.51007473,0.9159434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_final.png,cw,0.5794827,0.34729698,0.5919169,0.32382482,0.5656789,0.32401454,0.6088773,0.34093773,0.54795235,0.33970168,0.63321984,0.48767173,0.5241522,0.46355847,0.65907574,0.6326396,0.5269363,0.55899245,0.64110124,0.4953003,0.6156144,0.46310773,0.61970174,0.84234595,0.5377542,0.83565336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_carol.png,cw,0.5693785,0.29710448,0.58232766,0.27885407,0.55718005,0.27602395,0.59775627,0.31023738,0.5380995,0.3038779,0.6215811,0.4354019,0.5126066,0.4537757,0.65004456,0.51302,0.48822126,0.5829085,0.5324422,0.42705765,0.50826496,0.43361706,0.60569173,0.8116662,0.5244343,0.81212175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102_final.png,cw,0.5738116,0.36151427,0.5844493,0.33941308,0.5617698,0.3407353,0.599993,0.35363257,0.5457016,0.35559854,0.6247443,0.4897664,0.5219158,0.4717631,0.6476654,0.6134206,0.52373105,0.55725765,0.62905085,0.4799175,0.6118542,0.4558753,0.617074,0.8282764,0.53778297,0.8273171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103_carol.png,cw,0.6011069,0.30833182,0.61374867,0.28858906,0.58689946,0.28611434,0.6270445,0.31611946,0.56450164,0.31236225,0.6516564,0.444532,0.5389831,0.46261394,0.68997735,0.5285839,0.5264936,0.6075336,0.5855926,0.42796224,0.5614854,0.45771602,0.63286006,0.8444325,0.5504001,0.840497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103_final.png,cw,0.5603901,0.36604553,0.5707242,0.34594616,0.548932,0.34620115,0.5849234,0.36149514,0.53228086,0.36099774,0.6089581,0.49242502,0.5090209,0.4734216,0.6384915,0.61204284,0.51428473,0.5499201,0.61471325,0.49523184,0.5926105,0.46800944,0.6003839,0.8106364,0.524525,0.8100349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104_carol.png,cw,0.6062657,0.3174524,0.6190286,0.29667908,0.5919891,0.29567185,0.63351214,0.32208624,0.5703912,0.32090932,0.6609951,0.44991153,0.54852116,0.4782434,0.68937254,0.51715595,0.5380998,0.6158748,0.58864075,0.44584998,0.5610038,0.47225,0.65693665,0.8660838,0.5746608,0.8718043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104_final.png,cw,0.54452527,0.3878514,0.5542582,0.36683425,0.5332824,0.36896262,0.56839955,0.37827906,0.51820886,0.3822751,0.5887725,0.5012928,0.49687424,0.48633325,0.6121588,0.6178483,0.50158006,0.56455827,0.5895995,0.48937547,0.5716299,0.46626696,0.5728363,0.8065184,0.50409234,0.80483955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105_carol.png,cw,0.6419227,0.32230788,0.65465903,0.29970467,0.6283677,0.29933593,0.6706207,0.32102302,0.6088007,0.32259673,0.6958816,0.44965023,0.5867497,0.48158947,0.72229,0.51907384,0.5804616,0.6138829,0.6161231,0.43436092,0.60891145,0.44990417,0.6868795,0.8174392,0.60645455,0.81989205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105_final.png,cw,0.5477385,0.39205933,0.55807364,0.37197602,0.5357932,0.37496075,0.5717407,0.3871169,0.5206355,0.39066166,0.59492487,0.5092404,0.5005418,0.49059778,0.6201158,0.632315,0.5031936,0.5674475,0.58999294,0.5123635,0.5720993,0.47509563,0.574977,0.8278578,0.506521,0.8218765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106_carol.png,cw,0.6303388,0.32115299,0.64189184,0.299348,0.61698616,0.29750842,0.6554805,0.321681,0.595182,0.31969088,0.6848172,0.44916776,0.571668,0.48597455,0.7108517,0.49612048,0.57782453,0.61479974,0.6085383,0.45052588,0.59216446,0.4731819,0.6792484,0.82986176,0.59506834,0.83496755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
