filename,pose_category,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
ezgif-frame-001-land2.png,land,0.49507234,0.25241944,0.5096059,0.24471371,0.47732803,0.24518076,0.5319727,0.25651196,0.45238274,0.25774714,0.56404734,0.31542543,0.42479464,0.31644443,0.5686005,0.38456413,0.42944175,0.3871732,0.4934695,0.4315191,0.5120981,0.43224,0.5481729,0.4474729,0.45240042,0.44767717,0.54702216,0.5493396,0.4416058,0.55063826,0.5417558,0.6377329,0.4371218,0.6398152
ezgif-frame-002-land2.png,land,0.4906775,0.24815178,0.50520194,0.2404431,0.47276184,0.24060844,0.5265936,0.2522116,0.44646567,0.2528573,0.5580723,0.31118816,0.41903993,0.31197864,0.5649988,0.38165897,0.42866847,0.3827308,0.48848942,0.42802534,0.51074135,0.4263348,0.54342496,0.44295898,0.44743308,0.44340655,0.5451831,0.5446909,0.4389539,0.5470587,0.53980505,0.6339084,0.43466762,0.6370869
ezgif-frame-003-land2.png,land,0.48000666,0.2435907,0.49384764,0.23531812,0.46171248,0.23568828,0.51488465,0.24540618,0.43548667,0.24676497,0.5449761,0.3025594,0.40951532,0.30509624,0.55325687,0.37027693,0.42106548,0.3770255,0.48457453,0.41760594,0.5041088,0.4190195,0.52690923,0.43412334,0.4333468,0.43546772,0.5359352,0.5336273,0.43230787,0.53684163,0.53240377,0.6243122,0.42910764,0.6270939
ezgif-frame-004-land1-land2.png,land,0.28602293,0.15776771,0.30483985,0.14809504,0.2673403,0.14798442,0.3319264,0.15510963,0.24111925,0.15513988,0.36304417,0.2157339,0.21607985,0.21962017,0.37206846,0.28978494,0.21801452,0.2986156,0.30914015,0.34597677,0.27860126,0.3527393,0.36158994,0.36739597,0.26276696,0.36985818,0.3704063,0.4782094,0.2686473,0.4807044,0.37656128,0.5796091,0.2917917,0.5850745
ezgif-frame-004-land1.png,land,0.28602293,0.15776771,0.30483985,0.14809504,0.2673403,0.14798442,0.3319264,0.15510963,0.24111925,0.15513988,0.36304417,0.2157339,0.21607985,0.21962017,0.37206846,0.28978494,0.21801452,0.2986156,0.30914015,0.34597677,0.27860126,0.3527393,0.36158994,0.36739597,0.26276696,0.36985818,0.3704063,0.4782094,0.2686473,0.4807044,0.37656128,0.5796091,0.2917917,0.5850745
ezgif-frame-004-land2.png,land,0.49812257,0.256619,0.51577514,0.24800578,0.48253417,0.24845879,0.54173136,0.2558184,0.45921177,0.25683367,0.56404555,0.31234384,0.4320577,0.31330514,0.5612816,0.38528597,0.43288058,0.38452184,0.49773514,0.42549437,0.50814635,0.42903292,0.5422837,0.44603056,0.45056888,0.44632164,0.5406709,0.5429602,0.44587287,0.54129654,0.5414589,0.62650377,0.44511917,0.62518525
ezgif-frame-005-land1-land2.png,land,0.32020536,0.21499877,0.33769226,0.20614564,0.30127814,0.20601824,0.36334974,0.2126408,0.27399126,0.21284226,0.39273512,0.26982108,0.24768549,0.27296913,0.40182856,0.34168133,0.25147715,0.34681752,0.33620724,0.39680114,0.3138974,0.4000405,0.38911468,0.4182867,0.2914183,0.42063257,0.3989723,0.526803,0.30056396,0.531343,0.40257105,0.6275186,0.31725925,0.63083076
ezgif-frame-005-land2.png,land,0.5231613,0.2815538,0.5398219,0.27313918,0.509382,0.27336746,0.56526244,0.2784511,0.4888033,0.2788036,0.5888064,0.33136666,0.46233028,0.33258075,0.5927712,0.39789596,0.4623481,0.39914885,0.52999055,0.43809178,0.5344138,0.43961555,0.5667298,0.46155968,0.47967798,0.46189204,0.5680267,0.5532279,0.47509947,0.552093,0.56694585,0.6346366,0.47804368,0.6337907
ezgif-frame-006-land1-land2.png,land,0.3562076,0.24923716,0.37458298,0.23985136,0.3373516,0.23929483,0.39997754,0.24639378,0.30765456,0.24533302,0.42770907,0.3034007,0.28081763,0.30649346,0.43642613,0.37361082,0.28233418,0.382313,0.3607432,0.42766786,0.34523475,0.4306498,0.4179891,0.45066592,0.31892884,0.45296004,0.4276209,0.556559,0.33134574,0.56013376,0.43661818,0.65569264,0.34887734,0.662349
ezgif-frame-006-land2.png,land,0.5736987,0.31016192,0.5879223,0.30167365,0.5581387,0.30259225,0.60986364,0.3072935,0.53602177,0.3099144,0.63727325,0.35948744,0.51396483,0.36170235,0.63476026,0.42614007,0.5108933,0.42570177,0.5772274,0.46758452,0.5806775,0.46933496,0.61423165,0.4819351,0.52790743,0.4826195,0.61197793,0.5783452,0.52550465,0.57663834,0.6128716,0.6615076,0.52513134,0.6609148
ezgif-frame-007-land1-land2.png,land,0.38885915,0.26877782,0.40778473,0.26000363,0.3707192,0.2596838,0.43413764,0.26886493,0.3434974,0.26800707,0.4659222,0.32444972,0.3207606,0.32645172,0.47072735,0.39331183,0.31909218,0.39957842,0.40238366,0.44960812,0.3800511,0.4516089,0.4598779,0.47007796,0.35906246,0.4715179,0.4643827,0.57915103,0.3687427,0.5791514,0.4680817,0.67711806,0.38372952,0.68004984
ezgif-frame-007-land2.png,land,0.58346874,0.3327773,0.60098886,0.32432646,0.569097,0.32462156,0.62793744,0.33125123,0.54870296,0.33189103,0.65121365,0.3847785,0.523645,0.38606167,0.6500152,0.4541429,0.5270238,0.45479894,0.5895012,0.49371678,0.5990489,0.49635458,0.6302075,0.5104874,0.54135555,0.51079524,0.63211924,0.605109,0.5370614,0.6028741,0.6326385,0.68837076,0.53851104,0.68602383
