filename,pose_category,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
IMG_20240529_145748.jpg,takeoff,[    0.46985     0.28466],[    0.48797     0.27506],[    0.45263     0.27536],[    0.51677     0.28189],[    0.43204     0.28331],[    0.56736     0.33161],[    0.39639     0.33569],[    0.69622     0.35821],[    0.26927     0.36795],[    0.81509     0.36749],[    0.13498     0.38171],[    0.54682      0.4813],[    0.44459       0.483],[    0.54775     0.57725],[      0.444     0.57963],[    0.54841     0.66184],[    0.45009     0.66626]
IMG_20240529_151413.jpg,takeoff,[    0.51459     0.30286],[    0.53104      0.2948],[    0.49697     0.29484],[    0.55449     0.30416],[      0.472     0.30484],[    0.59624     0.35583],[    0.43741     0.35914],[    0.71874     0.36497],[    0.32787     0.37459],[     0.8396     0.36737],[    0.19996     0.38526],[     0.5622     0.49654],[    0.46282     0.49733],[    0.58961      0.5948],[     0.4432     0.59515],[    0.59699       0.679],[    0.44054     0.67909]
IMG_20240529_151539.jpg,takeoff,[    0.44505     0.34004],[    0.45932     0.33087],[    0.42789     0.33322],[    0.48622     0.33451],[    0.41159     0.34006],[    0.53863     0.38004],[    0.37897     0.38408],[    0.65371     0.38298],[    0.25476     0.38308],[    0.75507     0.37444],[    0.12693     0.37943],[    0.49815     0.51692],[    0.40419     0.51782],[    0.51116     0.62095],[    0.40938     0.62462],[    0.49982      0.7031],[    0.42881     0.69901]
IMG_20240529_161621.jpg,takeoff,[    0.51432     0.30741],[    0.53027     0.29988],[    0.49947     0.29971],[    0.55358     0.30974],[    0.47933     0.30965],[    0.59428      0.3598],[    0.44667     0.36159],[    0.69962     0.38895],[    0.34955     0.39109],[    0.80706     0.39883],[    0.23326     0.40871],[    0.56132     0.48806],[    0.47646     0.48831],[    0.56232     0.57618],[    0.47027     0.57771],[    0.54122     0.65263],[     0.4686     0.65389]
IMG_20240529_161622_1.jpg,takeoff,[    0.52495       0.307],[    0.54085     0.29945],[    0.50961     0.29964],[    0.56568     0.30887],[    0.49057     0.30965],[    0.60834     0.35968],[    0.46079     0.36124],[    0.71247     0.38863],[    0.36617     0.38644],[    0.81666     0.39848],[    0.24419     0.40309],[    0.57244     0.48675],[    0.48524     0.48681],[    0.58104     0.57289],[    0.48082     0.57459],[    0.56158     0.65534],[    0.48458     0.65517]
IMG_20240529_145911.jpg,takeoff,[    0.46379     0.30068],[    0.47934     0.29086],[    0.44373     0.29216],[    0.50204     0.29713],[    0.41759     0.30119],[    0.55664     0.34316],[     0.3814     0.35009],[    0.69761     0.35057],[    0.25178     0.36502],[    0.82193     0.34259],[    0.11031     0.35907],[    0.54593     0.49408],[    0.44031     0.49726],[     0.5536     0.59051],[    0.43625     0.59543],[    0.55706     0.67698],[    0.44758      0.6847]
IMG_20240529_145906.jpg,takeoff,[    0.48288     0.27605],[    0.50405     0.26488],[    0.46844      0.2656],[    0.55171     0.26741],[    0.45915     0.26949],[    0.62501     0.32111],[    0.42502     0.32487],[    0.77755     0.33341],[    0.28076     0.33165],[    0.92952     0.32674],[    0.11982      0.3231],[    0.58115     0.49204],[    0.46204     0.49263],[    0.59513     0.60425],[    0.45698     0.60728],[    0.58257     0.69802],[    0.45673     0.69817]
IMG_20240529_150038.jpg,takeoff,[    0.51733     0.32317],[    0.53417     0.31147],[    0.49911     0.31239],[    0.55816     0.30195],[    0.47198      0.3034],[    0.60462     0.34447],[    0.42999     0.34676],[    0.73129     0.35729],[    0.31674      0.3598],[    0.86166     0.36083],[    0.17649     0.36743],[    0.56675     0.49043],[    0.46636     0.49096],[    0.57244     0.58876],[    0.44789     0.59208],[     0.5628     0.67168],[    0.46747     0.67435]
IMG_20240529_151638.jpg,takeoff,[    0.47519     0.31357],[    0.49337     0.30345],[    0.45445     0.30377],[    0.51819     0.31148],[    0.42626     0.31344],[    0.56886     0.36479],[    0.38358     0.37248],[    0.71084     0.37509],[    0.24653     0.39736],[    0.84293       0.376],[   0.093696     0.40518],[    0.54815     0.53054],[    0.43938     0.53415],[     0.5515     0.63884],[    0.45144     0.64407],[    0.54812     0.73445],[    0.46942     0.74484]
IMG_20240529_151541.jpg,takeoff,[    0.49217     0.34106],[    0.50681     0.33219],[    0.47439     0.33454],[    0.53229     0.33798],[    0.45354      0.3435],[    0.58391     0.38244],[    0.41973     0.38505],[    0.69452     0.38513],[    0.31119     0.38756],[    0.78739      0.3729],[    0.18747     0.38433],[      0.548     0.52016],[    0.45122     0.52012],[    0.55408     0.62311],[    0.45117      0.6236],[    0.54276      0.7061],[    0.47619     0.70183]
